title,url,page,text,Category,Rank,Hide,isFree,isTopRated,verified,premium,imgUrl,logoUrl
Beautiful Soap,https://www.crummy.com/software/BeautifulSoup/bs4/doc/,beautiful soap,"A library for parsing HTML and XML documents, useful in web scraping.",Data Scraping,,,,,,,,https://www.crummy.com/software/BeautifulSoup/bs4/doc/_images/6.1.jpg
Requests,https://docs.python-requests.org/en/latest/,requests,A simple HTTP library for making requests to web services.,Web Development,,,,,,,,https://docs.python-requests.org/en/latest/_static/requests-sidebar.png
Pytest,https://pytest.org/en/latest/,pytest,A testing framework that makes building simple and scalable test cases easy.,Testing,,,,,,,,https://pytest.org/en/latest/_static/pytest1.png
Hypothesis,https://hypothesis.readthedocs.io/en/latest/,hypothesis,A library that allows you to write tests that are parameterized by example data.,Testing,,,,,,,,https://hypothesis.readthedocs.io/en/latest/_static/dragonfly-rainbow-150w.svg
Coverage,https://coverage.readthedocs.io/en/7.6.8/,coverage,A tool for measuring code coverage of Python programs.,Testing,,,,,,,,https://coverage.readthedocs.io/en/7.6.8/_static/sleepy-snake-circle-150.png
Panel,https://panel.holoviz.org/,panel,A high-level app and dashboarding solution for Python that works with the HoloViz ecosystem.,Web Development,,,,,,,,https://panel.holoviz.org/_static/logo_horizontal_light_theme.png
Pyramid,https://trypyramid.com/,pyramid,A lightweight Python web framework aimed at taking small applications into big ones easily.,Web Development,,,,,,,,https://trypyramid.com/img/pyramid-60x60.png
Django,https://www.djangoproject.com/,django,A high-level Python Web framework that encourages rapid development and clean design.,Web Development,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Falcon,https://falconframework.org/,falcon,A high-performance Python framework designed to build APIs quickly.,Web Development,,,,,,,,https://falconframework.org/assets/logo.svg
Tornado,https://www.tornadoweb.org/en/stable/,tornado,"A scalable, non-blocking web server and web application framework in Python.",Web Development,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Acme,https://acme-python.readthedocs.io/en/stable/,acme,A library for building reinforcement learning agents with a focus on research.,Reinforcement Learning,3600,,,,,,,https://github.com/google-deepmind/acme/raw/master/docs/imgs/acme.png
PyTorch Lightning Bolts,https://pytorch-lightning-bolts.readthedocs.io/en/latest/,pytorch lightning bolts,A collection of pre-built models and components for PyTorch Lightning.,Deep Learning,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
OpenAI Baselines,https://github.com/openai/baselines,openai baselines,High-quality implementations of reinforcement learning algorithms.,Reinforcement Learning,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Tesseract OCR,https://github.com/tesseract-ocr/tesseract,tesseract ocr,An optical character recognition (OCR) engine for extracting text from images.,Computer Vision,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
FastAPI Users,https://fastapi-users.github.io/fastapi-users/latest/,fastapi users,A user management system for FastAPI applications.,Web Development,,,,,,,,https://raw.githubusercontent.com/fastapi-users/fastapi-users/master/logo.svg?sanitize=true
Streamlit Components,https://docs.streamlit.io/develop/concepts/custom-components,streamlit components,A library for creating custom components in Streamlit applications.,Web Development,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Streamlit Authenticator,https://streamlit-authenticator.readthedocs.io/en/latest/,streamlit authenticator,A simple authentication solution for Streamlit apps.,Web Development,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Dask-ML,https://ml.dask.org/,dask-ml,A scalable machine learning library built on Dask to handle large datasets.,Distributed Machine Learning,910,,,,,,,https://ml.dask.org/_static/images/dask-horizontal-white.svg
Numba,https://numba.pydata.org/,numba,A just-in-time compiler that translates a subset of Python and NumPy code into fast machine code.,Optimization,,,,,,,,https://numba.pydata.org/_static/numba-blue-horizontal-rgb.svg
PyTorch Tabular,https://pytorch-tabular.readthedocs.io/en/latest/,pytorch tabular,A library for deep learning on tabular data with PyTorch.,Deep Learning,,,,,,,,https://pytorch-tabular.readthedocs.io/en/latest/imgs/pytorch_tabular_logo.png#only-light
LightGBM-Scikit-Learn Wrapper,https://lightgbm.readthedocs.io/en/latest/_modules/lightgbm/sklearn.html,lightgbm-scikit-learn wrapper,A wrapper to integrate LightGBM with Scikit-learn for easy model training.,Machine Learning Frameworks,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Keras Tuner,https://keras.io/keras_tuner/,keras tuner,An open-source library for hyperparameter tuning of Keras models.,Hyperparameter Optimization & AutoML,2900,,,,,,,https://keras.io/img/logo-small.png
PyTorch3D,https://pytorch3d.readthedocs.io/en/latest/,pytorch3d,A library for deep learning with 3D data.,Computer Vision; Image Data,9000,,,,,,,https://raw.githubusercontent.com/facebookresearch/pytorch3d/main/.github/pytorch3dlogo.png
OpenMM,https://openmm.org/,openmm,A toolkit for molecular simulation that supports GPU acceleration.,Scientific Computing,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Pydot,https://pypi.org/project/pydot/,pydot,A Python interface to Graphviz's Dot language for creating graphs.,Data Visualization,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Plotly Express,https://plotly.com/python/plotly-express/,plotly express,A high-level interface to Plotly for quick visualizations.,Data Visualization,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
SQLAlchemy,https://www.sqlalchemy.org/,sqlalchemy,The Python SQL toolkit and Object-Relational Mapping (ORM) system.,Database Management,,,,,,,,https://www.sqlalchemy.org/img/sqla_logo.png
NetworkX,https://networkx.org/,networkx,"A library for the creation, manipulation, and study of complex networks.",Graph Analysis; Graph Data,15000,,,,,,,https://networkx.org/_static/networkx_logo.svg
Pysparkling,https://pysparkling.readthedocs.io/en/latest/,pysparkling,An extension of PySpark that provides additional features and optimizations.,Data Processing,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PyTorch Geometric Temporal,https://pytorch-geometric-temporal.readthedocs.io/en/latest/modules/root.html,pytorch geometric temporal,An extension of PyTorch Geometric focused on temporal graph data.,Graph Neural Networks,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
TensorFlow Federated,https://www.tensorflow.org/federated,tensorflow federated,A framework for machine learning and other computations on decentralized data.,Machine Learning Frameworks,,,,,,,,https://www.gstatic.com/devrel-devsite/prod/v870e399c64f7c43c99a3043db4b3a74327bb93d0914e84a0c3dba90bbfd67625/tensorflow/images/lockup.svg
SpaCy Transformers,https://spacy.io/universe/project/spacy-transformers,spacy transformers,An extension of SpaCy that integrates transformer-based models like BERT and RoBERTa.,Natural Language Processing,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Haystack,https://haystack.deepset.ai/overview/intro,haystack,"Haystack is an open source framework for building production-ready LLM applications, retrieval-augmented generative pipelines and state-of-the-art search systems that work intelligently over large document collections. ",Natural Language Processing; Text Data & NLP,18000,,,,,,,https://raw.githubusercontent.com/deepset-ai/haystack/main/docs/img/banner_20.png
DeepSpeed,https://www.deepspeed.ai/,deepspeed,A deep learning optimization library that enables training large models efficiently.,Deep Learning; Distributed Machine Learning,36000,,,,,,,https://www.deepspeed.ai/assets/images/deepspeed-logo-uppercase-bold-white-1.15.svg
MindsDB ,https://mindsdb.com/,mindsdb,An open-source tool to build AI models directly in databases using SQL queries.,Machine Learning Frameworks,27000,,,,,,,https://cdn.prod.website-files.com/62a8755be8bcc86e6307def8/6329b27b3fc044f886326c4e_mindsDB-full%20logo.svg
Hugging Face Datasets,https://huggingface.co/docs/datasets/index,huggingfacedatasets,A library to easily access and share datasets in various formats.,Data Management,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
PaddlePaddle,https://www.paddlepaddle.org.cn/en,PaddlePaddle,"An easy-to-use deep learning platform developed by Baidu, focusing on industrial applications.",Deep Learning;Machine Learning Frameworks,22000,,,,,,,https://paddlepaddle-org-cn.cdn.bcebos.com/paddle-international-site-web/static/media/logo.42424ce5.png
Triton ,https://openai.com/index/triton/,Triton ,A programming language and compiler designed to make writing high-performance GPU code easier.,Deep Learning; Model Serialization & Deployment,14000,,,,,,,https://images.ctfassets.net/kftzwdyauwt9/cdce1ebd-19a2-4848-a08ec8c44e18/55b924fc6628318148b7c5c4902551e7/image-18.webp?w=1920&q=90&fm=webp
Kornia,https://kornia.readthedocs.io/en/latest/,kornia,"A differentiable computer vision library built on PyTorch, enabling image processing operations in neural networks.",Computer Vision; Image Data,10000,,,,,,,https://kornia.readthedocs.io/en/latest/_static/img/kornia_logo_only_light.svg
CausalML ,https://causalml.readthedocs.io/en/latest/,CausalML ,A Python package that implements causal inference algorithms for machine learning tasks.,Machine Learning Frameworks,5200,,,,,,,https://causalml.readthedocs.io/en/latest/_static/causalml_logo_square_transparent.png
GPyOpt,https://sheffieldml.github.io/GPyOpt/,GPyOpt,A Gaussian process-based optimization library designed to optimize expensive black-box functions.,Machine Learning; Hyperparameter Optimization & AutoML,940,,,,,,,https://sheffieldml.github.io/GPyOpt/img/avatar-icon.png
PyMC3 ,https://www.pymc.io/projects/docs/en/stable/learn.html,PyMC3 ,A probabilistic programming framework that allows users to build Bayesian models using Markov chain Monte Carlo methods.,Deep Learning; Probabilistic Programming; Probabilistics & Statistics,8800,,,,,,,https://www.pymc.io/projects/docs/en/stable/_static/PyMC.jpg
PyWhy,https://www.pywhy.org/,PyWhy,"We build and host interoperable libraries, tools, and other resources spanning a variety of causal tasks and applications, connected through a common API on foundational causal operations and a focus on the end-to-end analysis process.",Machine Learning Frameworks,,,,,,,,https://www.pywhy.org/assets/pywhy-logo.png
CausalInference ,https://pypi.org/project/CausalInference/,CausalInference ,A package designed for causal inference analysis using statistical methods in Python.,Deep Learning,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Lifelines ,https://lifelines.readthedocs.io/en/stable/,Lifelines ,A survival analysis library that provides tools to analyze time-to-event data.,Deep Learning; Medical Data,2400,,,,,,,https://i.imgur.com/EOowdSD.png
NeuralProphet ,https://neuralprophet.com/,NeuralProphet ,A forecasting tool based on Facebook's Prophet with neural network capabilities.,Neural Networks;Deep Learning; Time Series Data,3900,,,,,,,https://neuralprophet.com/_static/np_highres.svg
Pandas Profiling,https://docs.profiling.ydata.ai/latest/,Pandas Profiling,"Generates profile reports from a pandas DataFrame, providing insights into the dataset's structure and statistics.",Machine Learning Frameworks; Data Analysis,,,,,,,,https://assets.ydata.ai/oss/ydata-profiling_red.png
PyCaret Time Series,https://pycaret.readthedocs.io/en/latest/api/time_series.html,PyCaret Time Series,An extension of PyCaret focused on time series analysis and forecasting tasks.,Machine Learning Frameworks,,,,,,,,https://miro.medium.com/v2/resize:fit:720/format:webp/1*a6STnftUJKj9PA0tmOKIwQ.jpeg
Darts,https://pypi.org/project/darts/0.11.0/,darts,A Python library for easy manipulation and forecasting of time series data using various models.,Machine Learning Frameworks; Time Series Data,8200,,,,,,,https://github.com/unit8co/darts/raw/master/static/images/darts-logo-trim.png
